mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	tempo	qpm	metronome_base	metronome_number	tempo_visible	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	thoroughbass_level_3	slur
31	31	180	180	0.0	0	0	FiguredBass	3/2	4	1	0									1	7	h		
31	31	180	180	4.0	0	0	Chord	3/2	4	1	1	1	1	272										
31	31	184	184	0.0	1	1	FiguredBass	3/2	4	1	0									1/2	5b			
31	31	184	184	2.0	1	1	Chord	3/2	4	1	1/2	1/2	1	273										
32	32	186	186	2.0	0	0	Chord	3/2	1	1	1/2	1/2	1	274										
32	32	188	188	3.0	1/2	1/2	Chord	3/2	1	1	3/4	1/2	3/2	275										
32	32	191	191	1.0	5/4	5/4	Chord	3/2	1	1	1/4	1/4	1	276										
32	32	186	186	6.0	0	0	Chord	3/2	2	1	3/2	1	3/2	277										
32	32	186	186	2.0	0	0	Chord	3/2	3	1	1/2	1/2	1	278										
32	32	188	188	2.0	1/2	1/2	Chord	3/2	3	1	1/2	1/2	1	279										
32	32	190	190	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	280										
32	32	186	186	0.0	0	0	FiguredBass	3/2	4	1	0									1/2	6	5	b	
32	32	186	186	2.0	0	0	Chord	3/2	4	1	1/2	1/2	1	281										
32	32	188	188	0.0	1/2	1/2	FiguredBass	3/2	4	1	0									1/2	5	4		
32	32	188	188	2.0	1/2	1/2	Chord	3/2	4	1	1/2	1/2	1	282										
32	32	190	190	0.0	1	1	FiguredBass	3/2	4	1	0									1/2	h			
32	32	190	190	2.0	1	1	Chord	3/2	4	1	1/2	1/2	1	283										
33	33	192	192	2.0	0	0	Chord	3/2	1	1	1/2	1/2	1	284										
33	33	194	194	1.0	1/2	1/2	Chord	3/2	1	1	1/4	1/4	1	285										8
33	33	195	195	1.0	3/4	3/4	Chord	3/2	1	1	1/4	1/4	1	286										
33	33	196	196	1.0	1	1	Chord	3/2	1	1	1/4	1/4	1	287										9
33	33	197	197	1.0	5/4	5/4	Chord	3/2	1	1	1/4	1/4	1	288										
33	33	192	192	2.0	0	0	Chord	3/2	2	1	1/2	1/2	1	289										
33	33	192	192	2.0	0	0	Chord	3/2	3	1	1/2	1/2	1	290										
33	33	194	194	4.0	1/2	1/2	Chord	3/2	3	1	1	1	1	291										
33	33	192	192	2.0	0	0	Chord	3/2	4	1	1/2	1/2	1	292										
33	33	194	194	0.0	1/2	1/2	FiguredBass	3/2	4	1	0									1	6			
33	33	194	194	4.0	1/2	1/2	Chord	3/2	4	1	1	1	1	293										
34	34	198	198	2.0	0	0	Chord	3/2	1	1	1/2	1/2	1	294										
34	34	200	200	4.0	1/2	1/2	Chord	3/2	1	1	1	1	1	295										
34	34	200	200	1.0	1/2	1/2	Chord	3/2	2	1	1/4	1/4	1	296										
34	34	201	201	1.0	3/4	3/4	Chord	3/2	2	1	1/4	1/4	1	297										
34	34	202	202	1.0	1	1	Chord	3/2	2	1	1/4	1/4	1	298										
34	34	203	203	1.0	5/4	5/4	Chord	3/2	2	1	1/4	1/4	1	299										
34	34	198	198	4.0	0	0	Chord	3/2	3	1	1	1	1	300										
34	34	202	202	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	301										
34	34	198	198	0.0	0	0	FiguredBass	3/2	4	1	0									1	b			
34	34	198	198	4.0	0	0	Chord	3/2	4	1	1	1	1	302										
34	34	202	202	0.0	1	1	FiguredBass	3/2	4	1	0									1/2	6	b		
34	34	202	202	2.0	1	1	Chord	3/2	4	1	1/2	1/2	1	303										
35	35	204	204	2.0	0	0	Chord	3/2	1	1	1/2	1/2	1	304										
35	35	206	206	1.0	1/2	1/2	Chord	3/2	1	1	1/4	1/4	1	305										
35	35	207	207	1.0	3/4	3/4	Chord	3/2	1	1	1/4	1/4	1	306										
35	35	208	208	1.0	1	1	Chord	3/2	1	1	1/4	1/4	1	307										
35	35	209	209	1.0	5/4	5/4	Chord	3/2	1	1	1/4	1/4	1	308										
35	35	204	204	6.0	0	0	Chord	3/2	2	1	3/2	1	3/2	309										
35	35	204	204	4.0	0	0	Chord	3/2	3	1	1	1	1	310										
35	35	208	208	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	311										
35	35	204	204	0.0	0	0	FiguredBass	3/2	4	1	0									1/2	b9	#		
35	35	204	204	4.0	0	0	Chord	3/2	4	1	1	1	1	312										
35	35	206	206	0.0	1/2	1/2	FiguredBass	3/2	4	1	0									1/2	8			
35	35	208	208	2.0	1	1	Chord	3/2	4	1	1/2	1/2	1	313										
36	36	210	210	2.0	0	0	Chord	3/2	1	1	1/2	1/2	1	314										
36	36	212	212	2.0	1/2	1/2	Chord	3/2	1	1	1/2	1/2	1	315										
36	36	214	214	2.0	1	1	Chord	3/2	1	1	1/2	1/2	1	316										
36	36	210	210	4.0	0	0	Chord	3/2	2	1	1	1	1	317										
36	36	214	214	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	318										
36	36	210	210	4.0	0	0	Chord	3/2	3	1	1	1	1	319										
36	36	214	214	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	320										
36	36	210	210	4.0	0	0	Chord	3/2	4	1	1	1	1	321										
36	36	214	214	0.0	1	1	FiguredBass	3/2	4	1	0									1/2	7	5	h	
36	36	214	214	2.0	1	1	Chord	3/2	4	1	1/2	1/2	1	322										
37	37	216	216	2.0	0	0	Chord	3/2	1	1	1/2	1/2	1	323										
37	37	218	218	4.0	1/2	1/2	Chord	3/2	1	1	1	1	1	324										
37	37	216	216	2.0	0	0	Chord	3/2	2	1	1/2	1/2	1	325										
37	37	218	218	2.0	1/2	1/2	Chord	3/2	2	1	1/2	1/2	1	326										
37	37	220	220	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	327										
37	37	216	216	4.0	0	0	Chord	3/2	3	1	1	1	1	328										
37	37	220	220	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	329										
37	37	216	216	0.0	0	0	FiguredBass	3/2	4	1	0									1/2	7	h		
37	37	216	216	4.0	0	0	Chord	3/2	4	1	1	1	1	330										
37	37	218	218	0.0	1/2	1/2	FiguredBass	3/2	4	1	0									1/2	8			
37	37	220	220	2.0	1	1	Chord	3/2	4	1	1/2	1/2	1	331										
38	38	222	222	4.0	0	0	Chord	3/2	1	1	1	1	1	332										
38	38	226	226	2.0	1	1	Chord	3/2	1	1	1/2	1/2	1	333										
38	38	222	222	2.0	0	0	Chord	3/2	2	1	1/2	1/2	1	334										
38	38	224	224	2.0	1/2	1/2	Chord	3/2	2	1	1/2	1/2	1	335										
38	38	226	226	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	336										
38	38	222	222	4.0	0	0	Chord	3/2	3	1	1	1	1	337										
38	38	226	226	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	338										
38	38	222	222	0.0	0	0	FiguredBass	3/2	4	1	0									1	7	#		
38	38	222	222	4.0	0	0	Chord	3/2	4	1	1	1	1	339										
38	38	226	226	0.0	1	1	FiguredBass	3/2	4	1	0									1/2	5			
38	38	226	226	2.0	1	1	Chord	3/2	4	1	1/2	1/2	1	340										
39	39	228	228	6.0	0	0	Chord	3/2	1	1	3/2	1	3/2	341										
39	39	228	228	2.0	0	0	Chord	3/2	2	1	1/2	1/2	1	342										
39	39	230	230	3.0	1/2	1/2	Chord	3/2	2	1	3/4	1/2	3/2	343										
39	39	233	233	1.0	5/4	5/4	Chord	3/2	2	1	1/4	1/4	1	344										
39	39	228	228	2.0	0	0	Chord	3/2	3	1	1/2	1/2	1	345										
39	39	230	230	4.0	1/2	1/2	Chord	3/2	3	1	1	1	1	346										
39	39	228	228	0.0	0	0	FiguredBass	3/2	4	1	0									1/2	6	5		
39	39	228	228	2.0	0	0	Chord	3/2	4	1	1/2	1/2	1	347										
39	39	230	230	0.0	1/2	1/2	FiguredBass	3/2	4	1	0									1/2	5	4		
39	39	230	230	4.0	1/2	1/2	Chord	3/2	4	1	1	1	1	348										
39	39	232	232	0.0	1	1	FiguredBass	3/2	4	1	0									1/2	#			
40	40	234	234	4.0	0	0	Chord	3/2	1	1	1	1	1	349										
40	40	238	238	2.0	1	1	Chord	3/2	1	1	1/2	1/2	1	350										
40	40	234	234	4.0	0	0	Chord	3/2	2	1	1	1	1	351										
40	40	238	238	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	352										
40	40	234	234	4.0	0	0	Chord	3/2	3	1	1	1	1	353										
40	40	238	238	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	354										
40	40	234	234	4.0	0	0	Chord	3/2	4	1	1	1	1	355										
40	40	238	238	0.0	1	1	FiguredBass	3/2	4	1	0									1/2	6b			
40	40	238	238	2.0	1	1	Chord	3/2	4	1	1/2	1/2	1	356										
41	41	240	240	2.0	0	0	Chord	3/2	1	1	1/2	1/2	1	357										
41	41	242	242	3.0	1/2	1/2	Chord	3/2	1	1	3/4	1/2	3/2	358										
41	41	245	245	1.0	5/4	5/4	Chord	3/2	1	1	1/4	1/4	1	359										
41	41	240	240	2.0	0	0	Chord	3/2	2	1	1/2	1/2	1	360										
41	41	242	242	3.0	1/2	1/2	Chord	3/2	2	1	3/4	1/2	3/2	361										
41	41	245	245	1.0	5/4	5/4	Chord	3/2	2	1	1/4	1/4	1	362										
41	41	240	240	2.0	0	0	Chord	3/2	3	1	1/2	1/2	1	363										
41	41	242	242	4.0	1/2	1/2	Chord	3/2	3	1	1	1	1	364										
41	41	240	240	2.0	0	0	Chord	3/2	4	1	1/2	1/2	1	365										
41	41	242	242	0.0	1/2	1/2	FiguredBass	3/2	4	1	0									1	6			
41	41	242	242	4.0	1/2	1/2	Chord	3/2	4	1	1	1	1	366										
42	42	246	246	6.0	0	0	Chord	3/2	1	1	3/2	1	3/2	367										
42	42	246	246	6.0	0	0	Chord	3/2	2	1	3/2	1	3/2	368										
42	42	246	246	6.0	0	0	Chord	3/2	3	1	3/2	1	3/2	369										
42	42	246	246	0.0	0	0	FiguredBass	3/2	4	1	0									3/2	#			
42	42	246	246	6.0	0	0	Chord	3/2	4	1	3/2	1	3/2	370										
