mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	articulation	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	slur
15	15	57	57	1.5	1/4	1/4	Chord	4/4	3	1	3/8	1/4	3/2	266					
15	15	117/2	117/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	267					
15	15	59	59	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	268					
15	15	56	56	0.0	0	0	FiguredBass	4/4	4	1	0					1/8	6	5	
15	15	56	56	0.5	0	0	Chord	4/4	4	1	1/8	1/8	1	269					
15	15	113/2	113/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8	1/8	1	270					
15	15	57	57	0.0	1/4	1/4	FiguredBass	4/4	4	1	0					1/4	3		
15	15	57	57	1.5	1/4	1/4	Chord	4/4	4	1	3/8	1/4	3/2	271					
15	15	58	58	0.0	1/2	1/2	FiguredBass	4/4	4	1	0					1/8	4	2	
15	15	117/2	117/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8	1/8	1	272					
15	15	59	59	0.0	3/4	3/4	FiguredBass	4/4	4	1	0					1/8	5		
15	15	59	59	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	273					
15	15	119/2	119/2	0.0	7/8	7/8	FiguredBass	4/4	4	1	0					1/8	6		
16	16	60	60	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	274					
16	16	121/2	121/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	275					
16	16	61	61	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	276					
16	16	123/2	123/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	277					
16	16	62	62	1.5	1/2	1/2	Chord	4/4	1	1	3/8	1/4	3/2	278					
16	16	127/2	127/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	279					
16	16	255/4	255/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	280					
16	16	60	60	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	281					
16	16	121/2	121/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	282					
16	16	61	61	2.0	1/4	1/4	Chord	4/4	2	1	1/2	1/2	1	283					
16	16	63	63	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	284					
16	16	60	60	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	285					
16	16	121/2	121/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	286					
16	16	61	61	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	287					
16	16	123/2	123/2	0.25	3/8	3/8	Chord	4/4	3	1	1/16	1/16	1	288					
16	16	247/4	247/4	0.25	7/16	7/16	Chord	4/4	3	1	1/16	1/16	1	289					
16	16	62	62	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	290					
16	16	125/2	125/2	0.25	5/8	5/8	Chord	4/4	3	1	1/16	1/16	1	291					
16	16	251/4	251/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16	1/16	1	292					
16	16	63	63	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	293					
16	16	127/2	127/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	294					
16	16	60	60	0.0	0	0	FiguredBass	4/4	4	1	0					1/8	6	4	
16	16	60	60	0.5	0	0	Chord	4/4	4	1	1/8	1/8	1	295					
16	16	121/2	121/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8	1/8	1	296					
16	16	61	61	0.0	1/4	1/4	FiguredBass	4/4	4	1	0					1/8	6		
16	16	61	61	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	297					
16	16	123/2	123/2	0.25	3/8	3/8	Chord	4/4	4	1	1/16	1/16	1	298					
16	16	247/4	247/4	0.25	7/16	7/16	Chord	4/4	4	1	1/16	1/16	1	299					
16	16	62	62	0.0	1/2	1/2	FiguredBass	4/4	4	1	0					1/8	7		
16	16	62	62	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	300					
16	16	125/2	125/2	0.25	5/8	5/8	Chord	4/4	4	1	1/16	1/16	1	301					
16	16	251/4	251/4	0.25	11/16	11/16	Chord	4/4	4	1	1/16	1/16	1	302					
16	16	63	63	0.0	3/4	3/4	FiguredBass	4/4	4	1	0					1/8	7		
16	16	63	63	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	303					
16	16	127/2	127/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	304					
17	17	64	64	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	305					
17	17	129/2	129/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	306					
17	17	65	65	1.5	1/4	1/4	Chord	4/4	1	1	3/8	1/4	3/2	307					
17	17	133/2	133/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	308					
17	17	267/4	267/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	309					
17	17	67	67	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	310					
17	17	64	64	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	311					
17	17	131/2	131/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	312					
17	17	66	66	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	313					
17	17	133/2	133/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	314					
17	17	67	67	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	315					
17	17	135/2	135/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	316					
17	17	271/4	271/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	317					
17	17	64	64	1.5	0	0	Chord	4/4	3	1	3/8	1/4	3/2	318					
17	17	131/2	131/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	319					
17	17	66	66	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	320					
17	17	133/2	133/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	321					
17	17	67	67	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	322					
17	17	135/2	135/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	323					
17	17	64	64	0.0	0	0	FiguredBass	4/4	4	1	0					1/4	5		
17	17	64	64	1.5	0	0	Chord	4/4	4	1	3/8	1/4	3/2	324					
17	17	65	65	0.0	1/4	1/4	FiguredBass	4/4	4	1	0					1/8	6		
17	17	131/2	131/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	325					
17	17	66	66	0.0	1/2	1/2	FiguredBass	4/4	4	1	0					1/8	7		
17	17	66	66	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	326					
17	17	133/2	133/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8	1/8	1	327					
17	17	67	67	0.0	3/4	3/4	FiguredBass	4/4	4	1	0					1/8	6		
17	17	67	67	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	328					
17	17	135/2	135/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	329					
18	18	68	68	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	330					
18	18	137/2	137/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	331					
18	18	69	69	1.5	1/4	1/4	Chord	4/4	1	1	3/8	1/4	3/2	332					
18	18	141/2	141/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	333					
18	18	283/4	283/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	334					
18	18	71	71	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	335					
18	18	143/2	143/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	336					
18	18	68	68	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	337					
18	18	139/2	139/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	338					
18	18	279/4	279/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	339					
18	18	70	70	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	340					
18	18	141/2	141/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	341					
18	18	143/2	143/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	342					
18	18	68	68	1.5	0	0	Chord	4/4	3	1	3/8	1/4	3/2	343					
18	18	139/2	139/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	344					
18	18	70	70	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	345					
18	18	143/2	143/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	346					
18	18	68	68	0.0	0	0	FiguredBass	4/4	4	1	0					1/4	7		
18	18	68	68	1.5	0	0	Chord	4/4	4	1	3/8	1/4	3/2	347					
18	18	69	69	0.0	1/4	1/4	FiguredBass	4/4	4	1	0					1/8	6		
18	18	139/2	139/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	348					
18	18	70	70	0.0	1/2	1/2	FiguredBass	4/4	4	1	0					1/4	7		
18	18	70	70	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	349					
18	18	143/2	143/2	0.0	7/8	7/8	FiguredBass	4/4	4	1	0					1/8	6		
18	18	143/2	143/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	350					
19	19	72	72	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	351					
19	19	145/2	145/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	352					
19	19	73	73	2.0	1/4	1/4	Chord	4/4	1	1	1/2	1/2	1	353					
19	19	75	75	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	354					
19	19	72	72	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	355					
19	19	73	73	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	356					
19	19	74	74	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	357					
19	19	72	72	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	358					
19	19	145/2	145/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	359					
19	19	73	73	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	360					
19	19	147/2	147/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	361					
19	19	74	74	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	362					
19	19	149/2	149/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	363					
19	19	75	75	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	364					
19	19	151/2	151/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	365					
19	19	72	72	0.5	0	0	Chord	4/4	4	1	1/8	1/8	1	366					
19	19	145/2	145/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8	1/8	1	367					
19	19	73	73	0.0	1/4	1/4	FiguredBass	4/4	4	1	0					1/8	5		
19	19	73	73	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	368					
19	19	147/2	147/2	0.0	3/8	3/8	FiguredBass	4/4	4	1	0					1/8	6		
19	19	147/2	147/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	369					
19	19	74	74	0.0	1/2	1/2	FiguredBass	4/4	4	1	0					1/8	6	5	
19	19	74	74	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	370					
19	19	149/2	149/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8	1/8	1	371					
19	19	75	75	0.0	3/4	3/4	FiguredBass	4/4	4	1	0					1/8	3		
19	19	75	75	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	372					
19	19	151/2	151/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	373					
20	20	76	76	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	374					
20	20	76	76	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	375					
20	20	153/2	153/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16	1/16	1	376					
20	20	307/4	307/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	377					
20	20	77	77	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	378					
20	20	155/2	155/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	379					
20	20	78	78	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	380					
20	20	157/2	157/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	381					
20	20	79	79	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	382					
20	20	159/2	159/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	383					
20	20	76	76	1.5	0	0	Chord	4/4	3	1	3/8	1/4	3/2	384					
20	20	155/2	155/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	385					
20	20	78	78	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	386					
20	20	157/2	157/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	387					
20	20	79	79	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	388					
20	20	159/2	159/2	0.25	7/8	7/8	Chord	4/4	3	1	1/16	1/16	1	389					
20	20	319/4	319/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16	1/16	1	390					
20	20	76	76	1.5	0	0	Chord	4/4	4	1	3/8	1/4	3/2	391					
20	20	155/2	155/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	392					
20	20	78	78	0.0	1/2	1/2	FiguredBass	4/4	4	1	0					1/8	7		
20	20	78	78	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	393					
20	20	157/2	157/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8	1/8	1	394					
20	20	79	79	0.0	3/4	3/4	FiguredBass	4/4	4	1	0					1/8	6		
20	20	79	79	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	395					
20	20	159/2	159/2	0.25	7/8	7/8	Chord	4/4	4	1	1/16	1/16	1	396					
20	20	319/4	319/4	0.25	15/16	15/16	Chord	4/4	4	1	1/16	1/16	1	397					
21	21	161/2	161/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	398					
21	21	323/4	323/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	399					
21	21	81	81	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	400					
21	21	163/2	163/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	401					
21	21	82	82	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	402					
21	21	165/2	165/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	403					
21	21	83	83	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	404					
21	21	80	80	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	405					
21	21	161/2	161/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	406					
21	21	81	81	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	407					
21	21	163/2	163/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	408					
21	21	82	82	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	409					
21	21	165/2	165/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	410					
21	21	83	83	0.75	3/4	3/4	Chord	4/4	2	1	3/16	1/8	3/2	411	ornamentTrill				
21	21	335/4	335/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	412					
21	21	80	80	1.5	0	0	Chord	4/4	3	1	3/8	1/4	3/2	413					
21	21	163/2	163/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	414					
21	21	82	82	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	415					
21	21	165/2	165/2	0.25	5/8	5/8	Chord	4/4	3	1	1/16	1/16	1	416					
21	21	331/4	331/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16	1/16	1	417					
21	21	83	83	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	418					
21	21	167/2	167/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	419					
21	21	80	80	0.0	0	0	FiguredBass	4/4	4	1	0					3/8	6		
21	21	80	80	1.5	0	0	Chord	4/4	4	1	3/8	1/4	3/2	420					
21	21	163/2	163/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	421					
21	21	82	82	0.0	1/2	1/2	FiguredBass	4/4	4	1	0					1/8	6	5	
21	21	82	82	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	422					
21	21	165/2	165/2	0.25	5/8	5/8	Chord	4/4	4	1	1/16	1/16	1	423					
21	21	331/4	331/4	0.25	11/16	11/16	Chord	4/4	4	1	1/16	1/16	1	424					
21	21	83	83	0.0	3/4	3/4	FiguredBass	4/4	4	1	0					1/8	7	4	
21	21	83	83	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	425					
21	21	167/2	167/2	0.0	7/8	7/8	FiguredBass	4/4	4	1	0					1/8	3		
21	21	167/2	167/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	426					
22	22	84	84	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	427					
22	22	173/2	173/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	428					
22	22	347/4	347/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	429					
22	22	87	87	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	430					
22	22	175/2	175/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	431					
22	22	84	84	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	432					
22	22	169/2	169/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16	1/16	1	433					
22	22	339/4	339/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	434					
22	22	85	85	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	435					
22	22	171/2	171/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	436					
22	22	343/4	343/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	437					
22	22	86	86	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	438					
22	22	173/2	173/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	439					
22	22	87	87	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	440					
22	22	84	84	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	441					
22	22	86	86	1.5	1/2	1/2	Chord	4/4	3	1	3/8	1/4	3/2	442					
22	22	175/2	175/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	443					
22	22	84	84	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	444					
22	22	86	86	1.5	1/2	1/2	Chord	4/4	4	1	3/8	1/4	3/2	445					
22	22	175/2	175/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	446					
23	23	88	88	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	447					
23	23	177/2	177/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	448					
23	23	89	89	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	449					
23	23	179/2	179/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	450					
23	23	90	90	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	451					
23	23	181/2	181/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	452					
23	23	91	91	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	453					
23	23	183/2	183/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	454					
23	23	88	88	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	455					
23	23	89	89	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	456					
23	23	90	90	1.5	1/2	1/2	Chord	4/4	2	1	3/8	1/4	3/2	457					
23	23	183/2	183/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	458					
23	23	88	88	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	459					
23	23	177/2	177/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	460					
23	23	89	89	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	461					
23	23	179/2	179/2	0.25	3/8	3/8	Chord	4/4	3	1	1/16	1/16	1	462					
23	23	359/4	359/4	0.25	7/16	7/16	Chord	4/4	3	1	1/16	1/16	1	463					
23	23	90	90	1.5	1/2	1/2	Chord	4/4	3	1	3/8	1/4	3/2	464					
23	23	183/2	183/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	465					
23	23	88	88	0.0	0	0	FiguredBass	4/4	4	1	0					1/8	7		
23	23	88	88	0.5	0	0	Chord	4/4	4	1	1/8	1/8	1	466					
23	23	177/2	177/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8	1/8	1	467					
23	23	89	89	0.0	1/4	1/4	FiguredBass	4/4	4	1	0					1/8	6\		
23	23	89	89	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	468					
23	23	179/2	179/2	0.25	3/8	3/8	Chord	4/4	4	1	1/16	1/16	1	469					
23	23	359/4	359/4	0.25	7/16	7/16	Chord	4/4	4	1	1/16	1/16	1	470					
23	23	90	90	0.0	1/2	1/2	FiguredBass	4/4	4	1	0					3/8	6		
23	23	90	90	1.5	1/2	1/2	Chord	4/4	4	1	3/8	1/4	3/2	471					
23	23	183/2	183/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	472					
24	24	92	92	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	473					
24	24	185/2	185/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	474					
24	24	93	93	0.75	1/4	1/4	Chord	4/4	1	1	3/16	1/8	3/2	475	ornamentTrill				
24	24	375/4	375/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	476					
24	24	94	94	1.5	1/2	1/2	Chord	4/4	1	1	3/8	1/4	3/2	477					
24	24	191/2	191/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	478					
24	24	92	92	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	479					
24	24	185/2	185/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	480					
24	24	93	93	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	481					
24	24	94	94	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	482					
24	24	189/2	189/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	483					
24	24	95	95	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	484					
24	24	92	92	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	485					
24	24	185/2	185/2	0.25	1/8	1/8	Chord	4/4	3	1	1/16	1/16	1	486					
24	24	371/4	371/4	0.25	3/16	3/16	Chord	4/4	3	1	1/16	1/16	1	487					
24	24	93	93	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	488					
24	24	187/2	187/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	489					
24	24	94	94	1.5	1/2	1/2	Chord	4/4	3	1	3/8	1/4	3/2	490					
24	24	191/2	191/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	491					
24	24	92	92	0.5	0	0	Chord	4/4	4	1	1/8	1/8	1	492					
24	24	185/2	185/2	0.0	1/8	1/8	FiguredBass	4/4	4	1	0					1/16	6		
24	24	185/2	185/2	0.25	1/8	1/8	Chord	4/4	4	1	1/16	1/16	1	493					
24	24	371/4	371/4	0.25	3/16	3/16	Chord	4/4	4	1	1/16	1/16	1	494					
24	24	93	93	0.0	1/4	1/4	FiguredBass	4/4	4	1	0					1/8	5	4	
24	24	93	93	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	495					
24	24	187/2	187/2	0.0	3/8	3/8	FiguredBass	4/4	4	1	0					1/8	#		
24	24	187/2	187/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	496					
24	24	94	94	1.5	1/2	1/2	Chord	4/4	4	1	3/8	1/4	3/2	497					
24	24	191/2	191/2	0.0	7/8	7/8	FiguredBass	4/4	4	1	0					1/8	6		
24	24	191/2	191/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	498					
25	25	96	96	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	499					
25	25	193/2	193/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	500					
25	25	97	97	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	501					
25	25	195/2	195/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	502					
25	25	391/4	391/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	503					
25	25	98	98	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	504					
25	25	197/2	197/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	505					
25	25	99	99	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	506					
25	25	96	96	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	507					
25	25	193/2	193/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	508					
25	25	97	97	1.5	1/4	1/4	Chord	4/4	2	1	3/8	1/4	3/2	509					
25	25	197/2	197/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16	1/16	1	510					
25	25	395/4	395/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	511					
25	25	99	99	0.25	3/4	3/4	Chord	4/4	2	1	1/16	1/16	1	512					
25	25	397/4	397/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16	1/16	1	513					
25	25	199/2	199/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	514					
25	25	399/4	399/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	515					
25	25	96	96	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	516					
25	25	193/2	193/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	517					
25	25	97	97	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	518					
25	25	195/2	195/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	519					
25	25	98	98	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	520					
25	25	199/2	199/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	521					
25	25	96	96	0.0	0	0	FiguredBass	4/4	4	1	0					1/8	9		
25	25	96	96	1.5	0	0	Chord	4/4	4	1	3/8	1/4	3/2	522					
25	25	193/2	193/2	0.0	1/8	1/8	FiguredBass	4/4	4	1	0					1/4	8		
25	25	195/2	195/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	523					
25	25	98	98	0.0	1/2	1/2	FiguredBass	4/4	4	1	0					1/4	7		
25	25	98	98	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	524					
25	25	199/2	199/2	0.0	7/8	7/8	FiguredBass	4/4	4	1	0					1/8	7		
25	25	199/2	199/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	525					
26	26	100	100	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	526					
