mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	tempo	qpm	tempo_visible	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	slur
30	28	165/2	165/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	250							
30	28	83	83	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	251							
30	28	84	84	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	252							
30	28	84	84	0.0	5/8	5/8	FiguredBass	6/8	3	1	0							1/8	#		
30	28	84	84	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	253							
31	29	169/2	169/2	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	254							
31	29	87	87	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	255							
31	29	169/2	169/2	1.5	0	0	Chord	6/8	2	1	3/8	1/4	3/2	256							
31	29	87	87	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	257							
31	29	169/2	169/2	1.0	0	0	Chord	6/8	3	1	1/4	1/4	1	258							
31	29	171/2	171/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	259							
31	29	86	86	0.0	3/8	3/8	FiguredBass	6/8	3	1	0							1/4	6		
31	29	86	86	1.0	3/8	3/8	Chord	6/8	3	1	1/4	1/4	1	260							
31	29	87	87	0.0	5/8	5/8	FiguredBass	6/8	3	1	0							1/8	6		
31	29	87	87	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	261							
32	30	175/2	175/2	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	262							
32	30	177/2	177/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	263							
32	30	89	89	1.0	3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	264							
32	30	90	90	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	265							
32	30	175/2	175/2	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	266							
32	30	177/2	177/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	267							
32	30	89	89	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	268							
32	30	90	90	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	269							
32	30	175/2	175/2	0.0	0	0	FiguredBass	6/8	3	1	0							3/8	#		
32	30	175/2	175/2	1.5	0	0	Chord	6/8	3	1	3/8	1/4	3/2	270							
32	30	90	90	0.0	5/8	5/8	FiguredBass	6/8	3	1	0							1/8	#		
32	30	90	90	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	271							
33	31	181/2	181/2	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	272							
33	31	93	93	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	273							
33	31	181/2	181/2	1.5	0	0	Chord	6/8	2	1	3/8	1/4	3/2	274							
33	31	93	93	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	275							
33	31	181/2	181/2	1.0	0	0	Chord	6/8	3	1	1/4	1/4	1	276							
33	31	183/2	183/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	277							
33	31	92	92	0.0	3/8	3/8	FiguredBass	6/8	3	1	0							1/4	6		
33	31	92	92	1.0	3/8	3/8	Chord	6/8	3	1	1/4	1/4	1	278							
33	31	93	93	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	279							
34	32	187/2	187/2	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	280							14
34	32	94	94	0.5	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	281							
34	32	189/2	189/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	282							
34	32	95	95	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	283							15
34	32	191/2	191/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	284							
34	32	96	96	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	285							
34	32	187/2	187/2	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	286							16
34	32	94	94	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	287							
34	32	189/2	189/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	288							
34	32	95	95	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	289							17
34	32	191/2	191/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	290							
34	32	96	96	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	291							
34	32	187/2	187/2	0.0	0	0	FiguredBass	6/8	3	1	0							3/8	6\		
34	32	187/2	187/2	1.5	0	0	Chord	6/8	3	1	3/8	1/4	3/2	292							
34	32	96	96	0.0	5/8	5/8	FiguredBass	6/8	3	1	0							1/8	7	5	
34	32	96	96	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	293							
35	33	193/2	193/2	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	294							
35	33	195/2	195/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	295							
35	33	98	98	1.0	3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	296							
35	33	99	99	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	297							
35	33	193/2	193/2	1.5	0	0	Chord	6/8	2	1	3/8	1/4	3/2	298							
35	33	99	99	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	299							
35	33	193/2	193/2	0.0	0	0	FiguredBass	6/8	3	1	0							3/8	#		
35	33	193/2	193/2	1.5	0	0	Chord	6/8	3	1	3/8	1/4	3/2	300							
35	33	99	99	0.0	5/8	5/8	FiguredBass	6/8	3	1	0							1/8	#		
35	33	99	99	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	301							
36	34	199/2	199/2	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	302							18
36	34	100	100	0.5	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	303							
36	34	201/2	201/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	304							
36	34	101	101	1.0	3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	305							
36	34	102	102	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	306							
36	34	199/2	199/2	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	307							
36	34	201/2	201/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	308							
36	34	101	101	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	309							
36	34	102	102	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	310							
36	34	199/2	199/2	0.0	0	0	FiguredBass	6/8	3	1	0							1/8	6		
36	34	199/2	199/2	0.5	0	0	Chord	6/8	3	1	1/8	1/8	1	311							19
36	34	100	100	0.5	1/8	1/8	Chord	6/8	3	1	1/8	1/8	1	312							
36	34	201/2	201/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	313							
36	34	101	101	0.0	3/8	3/8	FiguredBass	6/8	3	1	0							1/4	5__	4	
36	34	101	101	1.0	3/8	3/8	Chord	6/8	3	1	1/4	1/4	1	314							
36	34	102	102	0.0	5/8	5/8	FiguredBass	6/8	3	1	0							1/8	_	#	
36	34	102	102	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	315							
37	35	205/2	205/2	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	316							
37	35	104	104	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	317							
37	35	209/2	209/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	318							20
37	35	105	105	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	319							
37	35	205/2	205/2	1.5	0	0	Chord	6/8	2	1	3/8	1/4	3/2	320							
37	35	105	105	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	321							
37	35	205/2	205/2	0.0	0	0	FiguredBass	6/8	3	1	0							3/4	h		
37	35	205/2	205/2	1.5	0	0	Chord	6/8	3	1	3/8	1/4	3/2	322							
37	35	104	104	1.5	3/8	3/8	Chord	6/8	3	1	3/8	1/4	3/2	323							
38	36	211/2	211/2	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	324							
38	36	213/2	213/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	325							
38	36	107	107	1.0	3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	326							
38	36	108	108	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	327							
38	36	211/2	211/2	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	328							
38	36	213/2	213/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	329							
38	36	107	107	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	330							
38	36	215/2	215/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	331							21
38	36	108	108	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	332							
38	36	211/2	211/2	0.0	0	0	FiguredBass	6/8	3	1	0							3/8	6	5	
38	36	211/2	211/2	1.5	0	0	Chord	6/8	3	1	3/8	1/4	3/2	333							
38	36	107	107	0.0	3/8	3/8	FiguredBass	6/8	3	1	0							3/8	7	#	
38	36	107	107	1.5	3/8	3/8	Chord	6/8	3	1	3/8	1/4	3/2	334							
39	37	217/2	217/2	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	335							22
39	37	109	109	0.5	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	336							
39	37	219/2	219/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	337							
39	37	110	110	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	338							23
39	37	221/2	221/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	339							
39	37	111	111	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	340							
39	37	217/2	217/2	1.5	0	0	Chord	6/8	2	1	3/8	1/4	3/2	341							
39	37	111	111	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	342							
39	37	217/2	217/2	0.0	0	0	FiguredBass	6/8	3	1	0							3/8	5	4	
39	37	217/2	217/2	1.5	0	0	Chord	6/8	3	1	3/8	1/4	3/2	343							
39	37	110	110	0.0	3/8	3/8	FiguredBass	6/8	3	1	0							3/8	3b		
39	37	110	110	1.5	3/8	3/8	Chord	6/8	3	1	3/8	1/4	3/2	344							
40	38	223/2	223/2	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	345							
40	38	225/2	225/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	346							
40	38	113	113	1.0	3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	347							
40	38	114	114	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	348							
40	38	223/2	223/2	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	349							
40	38	225/2	225/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	350							
40	38	113	113	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	351							24
40	38	227/2	227/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	352							
40	38	114	114	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	353							
40	38	223/2	223/2	0.0	0	0	FiguredBass	6/8	3	1	0							3/8	5b	3	
40	38	223/2	223/2	1.5	0	0	Chord	6/8	3	1	3/8	1/4	3/2	354							
40	38	113	113	0.0	3/8	3/8	FiguredBass	6/8	3	1	0							3/8	7		
40	38	113	113	1.5	3/8	3/8	Chord	6/8	3	1	3/8	1/4	3/2	355							
41	39	229/2	229/2	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	356							25
41	39	115	115	0.5	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	357							
41	39	231/2	231/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	358							
41	39	116	116	1.0	3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	359							
41	39	117	117	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	360							
41	39	229/2	229/2	1.5	0	0	Chord	6/8	2	1	3/8	1/4	3/2	361							
41	39	117	117	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	362							
41	39	229/2	229/2	0.0	0	0	FiguredBass	6/8	3	1	0							3/8	5	4	
41	39	229/2	229/2	1.5	0	0	Chord	6/8	3	1	3/8	1/4	3/2	363							
41	39	117	117	0.0	5/8	5/8	FiguredBass	6/8	3	1	0							1/8	#		
41	39	117	117	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	364							
42	40	235/2	235/2	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	365							
42	40	237/2	237/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	366							
42	40	119	119	1.0	3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	367							
42	40	120	120	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	368							
42	40	235/2	235/2	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	369							
42	40	237/2	237/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	370							
42	40	119	119	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	371							26
42	40	239/2	239/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	372							
42	40	120	120	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	373							
42	40	235/2	235/2	0.0	0	0	FiguredBass	6/8	3	1	0							1/4	7		
42	40	235/2	235/2	1.0	0	0	Chord	6/8	3	1	1/4	1/4	1	374							
42	40	237/2	237/2	0.0	1/4	1/4	FiguredBass	6/8	3	1	0							1/8	6		
42	40	237/2	237/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	375							
42	40	119	119	0.0	3/8	3/8	FiguredBass	6/8	3	1	0							3/8	5		
42	40	119	119	1.0	3/8	3/8	Chord	6/8	3	1	1/4	1/4	1	376							
42	40	120	120	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	377							
43	41	241/2	241/2	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	378							27
43	41	243/2	243/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	379							
43	41	123	123	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	380							
43	41	241/2	241/2	1.5	0	0	Chord	6/8	2	1	3/8	1/4	3/2	381							
43	41	123	123	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	382							
43	41	241/2	241/2	0.0	0	0	FiguredBass	6/8	3	1	0							1/4	5__	4	
43	41	241/2	241/2	1.5	0	0	Chord	6/8	3	1	3/8	1/4	3/2	383							
43	41	243/2	243/2	0.0	1/4	1/4	FiguredBass	6/8	3	1	0							1/8	_	3	
43	41	123	123	0.0	5/8	5/8	FiguredBass	6/8	3	1	0							1/8	6		
43	41	123	123	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	384							
44	42	247/2	247/2	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	385							
44	42	249/2	249/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	386							
44	42	125	125	1.0	3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	387							
44	42	126	126	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	388							
44	42	247/2	247/2	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	389							
44	42	249/2	249/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	390							
44	42	125	125	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	391							
44	42	126	126	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	392							
44	42	247/2	247/2	0.0	0	0	FiguredBass	6/8	3	1	0							1/4	7		
44	42	247/2	247/2	1.0	0	0	Chord	6/8	3	1	1/4	1/4	1	393							
44	42	249/2	249/2	0.0	1/4	1/4	FiguredBass	6/8	3	1	0							1/8	6b		
44	42	249/2	249/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	394							
44	42	125	125	0.0	3/8	3/8	FiguredBass	6/8	3	1	0							3/8	5b		
44	42	125	125	1.0	3/8	3/8	Chord	6/8	3	1	1/4	1/4	1	395							
44	42	126	126	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	396							
45	43	253/2	253/2	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	397							
45	43	255/2	255/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	398							
45	43	257/2	257/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	399							
45	43	129	129	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	400							
45	43	253/2	253/2	1.5	0	0	Chord	6/8	2	1	3/8	1/4	3/2	401							
45	43	129	129	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	402							
45	43	253/2	253/2	0.0	0	0	FiguredBass	6/8	3	1	0							1/4	5__	4b	
45	43	253/2	253/2	1.5	0	0	Chord	6/8	3	1	3/8	1/4	3/2	403							
45	43	255/2	255/2	0.0	1/4	1/4	FiguredBass	6/8	3	1	0							1/8	_	3	
45	43	128	128	0.0	3/8	3/8	FiguredBass	6/8	3	1	0							3/8	6		
45	43	128	128	1.5	3/8	3/8	Chord	6/8	3	1	3/8	1/4	3/2	404							
46	44	259/2	259/2	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	405							28
46	44	130	130	0.5	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	406							
46	44	261/2	261/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	407							
46	44	131	131	1.0	3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	408							
46	44	132	132	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	409							
46	44	259/2	259/2	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	410							
46	44	130	130	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	411							
46	44	261/2	261/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	412							
46	44	131	131	1.5	3/8	3/8	Chord	6/8	2	1	3/8	1/4	3/2	413							
46	44	259/2	259/2	0.0	0	0	FiguredBass	6/8	3	1	0							1/8	6	4	
46	44	259/2	259/2	0.5	0	0	Chord	6/8	3	1	1/8	1/8	1	414							
46	44	130	130	0.5	1/8	1/8	Chord	6/8	3	1	1/8	1/8	1	415							
46	44	261/2	261/2	0.0	1/4	1/4	FiguredBass	6/8	3	1	0							1/8	7	5	
46	44	261/2	261/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	416							
46	44	131	131	0.0	3/8	3/8	FiguredBass	6/8	3	1	0							1/4	5__	4	
46	44	131	131	0.5	3/8	3/8	Chord	6/8	3	1	1/8	1/8	1	417							
46	44	263/2	263/2	0.5	1/2	1/2	Chord	6/8	3	1	1/8	1/8	1	418							
46	44	132	132	0.0	5/8	5/8	FiguredBass	6/8	3	1	0							1/8	_	#	
46	44	132	132	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	419							
47	45	265/2	265/2	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	420							
47	45	267/2	267/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	421							
47	45	134	134	1.5	3/8	3/8	Chord	6/8	1	1	3/8	1/4	3/2	422							
47	45	265/2	265/2	1.5	0	0	Chord	6/8	2	1	3/8	1/4	3/2	423							
47	45	135	135	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	424							
47	45	265/2	265/2	1.5	0	0	Chord	6/8	3	1	3/8	1/4	3/2	425							
47	45	135	135	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	426							
48	46	271/2	271/2	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	427							
48	46	273/2	273/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	428							
48	46	137	137	1.5	3/8	3/8	Chord	6/8	1	1	3/8	1/4	3/2	429							
48	46	271/2	271/2	1.5	0	0	Chord	6/8	2	1	3/8	1/4	3/2	430							
48	46	138	138	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	431							
48	46	271/2	271/2	0.0	0	0	FiguredBass	6/8	3	1	0							3/8	7		
48	46	271/2	271/2	1.5	0	0	Chord	6/8	3	1	3/8	1/4	3/2	432							
48	46	138	138	0.0	5/8	5/8	FiguredBass	6/8	3	1	0							1/8	#		
48	46	138	138	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	433							
49	47	277/2	277/2	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	434							
49	47	279/2	279/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	435							
49	47	140	140	1.5	3/8	3/8	Chord	6/8	1	1	3/8	1/4	3/2	436							
49	47	277/2	277/2	1.5	0	0	Chord	6/8	2	1	3/8	1/4	3/2	437							
49	47	141	141	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	438							
49	47	277/2	277/2	0.0	0	0	FiguredBass	6/8	3	1	0							3/8	7		
49	47	277/2	277/2	1.5	0	0	Chord	6/8	3	1	3/8	1/4	3/2	439							
49	47	141	141	0.0	5/8	5/8	FiguredBass	6/8	3	1	0							1/8	6		
49	47	141	141	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	440							
50	48	283/2	283/2	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	441							
50	48	142	142	0.5	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	442							29
50	48	285/2	285/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	443							
50	48	143	143	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	444							30
50	48	287/2	287/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	445							
50	48	144	144	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	446							
50	48	283/2	283/2	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	447							
50	48	285/2	285/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	448							
50	48	143	143	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	449							
50	48	144	144	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	450							
50	48	283/2	283/2	0.0	0	0	FiguredBass	6/8	3	1	0							3/8	7	#	
50	48	283/2	283/2	1.5	0	0	Chord	6/8	3	1	3/8	1/4	3/2	451							
50	48	144	144	0.0	5/8	5/8	FiguredBass	6/8	3	1	0							1/8	6		
50	48	144	144	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	452							
51	49	289/2	289/2	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	453							31
51	49	145	145	0.5	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	454							
51	49	291/2	291/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	455							
51	49	146	146	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	456							
51	49	293/2	293/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	457							
51	49	147	147	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	458							
51	49	289/2	289/2	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	459							
51	49	145	145	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	460							
51	49	291/2	291/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	461							
51	49	146	146	1.5	3/8	3/8	Chord	6/8	2	1	3/8	1/4	3/2	462							
51	49	289/2	289/2	0.0	0	0	FiguredBass	6/8	3	1	0							1/8	6	4+	
51	49	289/2	289/2	0.5	0	0	Chord	6/8	3	1	1/8	1/8	1	463							
51	49	145	145	0.5	1/8	1/8	Chord	6/8	3	1	1/8	1/8	1	464							
51	49	291/2	291/2	0.0	1/4	1/4	FiguredBass	6/8	3	1	0							1/8	7	5	
51	49	291/2	291/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	465							
51	49	146	146	0.0	3/8	3/8	FiguredBass	6/8	3	1	0							1/4	5__	4	
51	49	146	146	0.5	3/8	3/8	Chord	6/8	3	1	1/8	1/8	1	466							
51	49	293/2	293/2	0.5	1/2	1/2	Chord	6/8	3	1	1/8	1/8	1	467							
51	49	147	147	0.0	5/8	5/8	FiguredBass	6/8	3	1	0							1/8	_	#	
51	49	147	147	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	468							
52	50	295/2	295/2	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	469							
52	50	149	149	1.0	3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	470							
52	50	295/2	295/2	1.5	0	0	Chord	6/8	2	1	3/8	1/4	3/2	471							
52	50	149	149	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	472							
52	50	295/2	295/2	1.5	0	0	Chord	6/8	3	1	3/8	1/4	3/2	473							
52	50	149	149	1.0	3/8	3/8	Chord	6/8	3	1	1/4	1/4	1	474							
