mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	articulation	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	slur
28	28	164	164	0.0	1/2	1/2	FiguredBass	3/2	4	1	0					3/4	5	4	
28	28	164	164	4.0	1/2	1/2	Chord	3/2	4	1	1	1	1	271					
28	28	167	167	0.0	5/4	5/4	FiguredBass	3/2	4	1	0					1/4	#		
29	29	168	168	4.0	0	0	Chord	3/2	1	1	1	1	1	272					
29	29	172	172	2.0	1	1	Chord	3/2	1	1	1/2	1/2	1	273					
29	29	168	168	4.0	0	0	Chord	3/2	2	1	1	1	1	274					
29	29	172	172	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	275					
29	29	168	168	4.0	0	0	Chord	3/2	3	1	1	1	1	276					
29	29	172	172	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	277					
29	29	168	168	4.0	0	0	Chord	3/2	4	1	1	1	1	278					
29	29	172	172	0.0	1	1	FiguredBass	3/2	4	1	0					1/2	6		
29	29	172	172	2.0	1	1	Chord	3/2	4	1	1/2	1/2	1	279					
30	30	174	174	2.0	0	0	Chord	3/2	1	1	1/2	1/2	1	280					
30	30	176	176	4.0	1/2	1/2	Chord	3/2	1	1	1	1	1	281					
30	30	174	174	2.0	0	0	Chord	3/2	2	1	1/2	1/2	1	282					
30	30	176	176	4.0	1/2	1/2	Chord	3/2	2	1	1	1	1	283					
30	30	174	174	2.0	0	0	Chord	3/2	3	1	1/2	1/2	1	284					
30	30	176	176	4.0	1/2	1/2	Chord	3/2	3	1	1	1	1	285					
30	30	174	174	2.0	0	0	Chord	3/2	4	1	1/2	1/2	1	286					
30	30	176	176	0.0	1/2	1/2	FiguredBass	3/2	4	1	0					1	6		
30	30	176	176	4.0	1/2	1/2	Chord	3/2	4	1	1	1	1	287					
31	31	180	180	6.0	0	0	Chord	3/2	1	1	3/2	1	3/2	288					
31	31	180	180	6.0	0	0	Chord	3/2	2	1	3/2	1	3/2	289					
31	31	180	180	6.0	0	0	Chord	3/2	3	1	3/2	1	3/2	290					
31	31	180	180	0.0	0	0	FiguredBass	3/2	4	1	0					3/2	#		
31	31	180	180	6.0	0	0	Chord	3/2	4	1	3/2	1	3/2	291					
