mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	slur
15	15	59	59	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	250										
15	15	56	56	0.0	0	0	FiguredBass	4/4	4	1	0										1/4	6	5	
15	15	56	56	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	251										
15	15	57	57	0.0	1/4	1/4	FiguredBass	4/4	4	1	0										1/4	#		
15	15	57	57	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	252										
15	15	58	58	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	253										
15	15	59	59	0.0	3/4	3/4	FiguredBass	4/4	4	1	0										1/4	6		
15	15	59	59	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	254										
16	16	60	60	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	255										
16	16	121/2	121/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	256										23
16	16	243/4	243/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	257										
16	16	61	61	2.0	1/4	1/4	Chord	4/4	1	1	1/2	1/2	1	258										
16	16	63	63	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	259										
16	16	60	60	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	260										
16	16	123/2	123/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	261										24
16	16	247/4	247/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	262										
16	16	62	62	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	263										
16	16	125/2	125/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	264										
16	16	63	63	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	265										
16	16	60	60	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	266										
16	16	62	62	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	267										
16	16	60	60	0.0	0	0	FiguredBass	4/4	4	1	0										1/4	9	5	
16	16	60	60	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	268										
16	16	61	61	0.0	1/4	1/4	FiguredBass	4/4	4	1	0										1/4	8	6	
16	16	62	62	0.0	1/2	1/2	FiguredBass	4/4	4	1	0										1/4	7	#	
16	16	62	62	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	269										
16	16	63	63	0.0	3/4	3/4	FiguredBass	4/4	4	1	0										1/4	7	4	
17	17	64	64	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	270										
17	17	66	66	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	271										
17	17	64	64	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	272										
17	17	65	65	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	273										
17	17	66	66	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	274										
17	17	64	64	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	275										
17	17	66	66	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	276										
17	17	64	64	0.0	0	0	FiguredBass	4/4	4	1	0										1/4	5	4	
17	17	64	64	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	277										
17	17	65	65	0.0	1/4	1/4	FiguredBass	4/4	4	1	0										1/4	#		
17	17	66	66	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	278										
